tweetId,created,topic,text,sentiment,source,country,city,lat,lng,tweet_like_count,tweet_quoted_count,tweet_reply_count,tweet_retweet_count,user_followers_count,user_following_count,user_posted_tweet_count,reliability,country_lon,country_lat,Reliability Categories
1.49291e+18,2022-02-19,Rehab,Love working best thankyou rehab pitcher baseball mytommyjohnjourney,3,Twitter for iPhone,United Kingdom,London,51.509648,-0.099076,12,0,10,12,40,68,116,0.5,-3.2765753,54.7023545,Median
1.49292e+18,2022-02-19,Rehab,millionUKadults problems mentalhealth pandemic spoken anyone Read PrivateRehab Rehabilitation ResidentialRehab Detoxification DrugRehab AlcoholRehab AlcoholRehabCentre Rehab Addiction,1,Semrush Social Media Tool,United States,New York,44.69728,-74.65935,10,0,13,15,4,30,404,0.81,-100.445882,39.7837304,Very High
1.49293e+18,2022-02-19,Gun Control,All rights important Why hate ndAmendment GunControl,1,Twitter for iPhone,Poland,Trzebunia,49.788666,19.842612,27,0,11,11,925,2480,41528,0.33,19.134422,52.215933,Low
1.49293e+18,2022-02-19,Rehab,MakingRehabWork campaign create fair access rehab across England Rehab vital gateway healthcare improved quality life many people Read latest blog,3,Twitter for iPhone,Japan,Okazaki,36.13793,138.441899,11,0,10,13,5214,2675,9363,0.38,139.2394179,36.5748441,Low
1.49293e+18,2022-02-19,Rehab,seek raise bar higher healthcare everywhere Being bigger goal better committed patient care like apply join team Houston Rehab Wellness,3,CareerArc 2.0,United States,Mifflin,40.028912,-82.881945,10,0,11,10,1486,49,2346,0.06,-100.445882,39.7837304,Very Low
1.49294e+18,2022-02-19,Gun Control,You answer question Your plan GunControl gunsense,2,Twitter for iPhone,Poland,Bogatynia,50.903775,14.958654,10,0,14,15,925,2480,41528,0.47,19.134422,52.215933,Median
1.49294e+18,2022-02-19,Rehab,Scots surveyed experienced negative mentalhealth pandemic yet conversation Read PrivateRehab ResidentialRehab Detoxification DrugRehab AlcoholRehab AlcoholRehabCentre Rehab Addiction,1,Semrush Social Media Tool,Japan,Okazaki,34.750637,137.423671,18,0,11,15,138,276,864,0.25,139.2394179,36.5748441,Low
1.49295e+18,2022-02-19,Military,Former vice president Atiku Abubakar remembers late General Murtala Ramat Mohammed assassinated failed coup Friday February Naijaloveinfo Hero ARMY Military,1,Twitter for Android,Indonesia,Magetan,-7.641314,111.360884,10,0,13,17,887,292,43604,0.1,117.8902853,-2.4833826,Very Low
1.49295e+18,2022-02-19,Housing,One favourite buildings Glasgow Mansion Building Housing House Architecture Palace Panoramic Nature Scenery Landscape Outdoors Plant Castle,3,Clickasnap,United States,New York,30.11603,-91.04343,15,0,10,14,9,27,1681,0.15,-100.445882,39.7837304,Very Low
1.49295e+18,2022-02-19,Housing,Thank keeping important issues forefront allowing speak topic housing appraisal discrimination whitehouse,3,Twitter for Android,Saudi Arabia,Sambah,17.02693,42.69662,17,0,13,11,3212,1148,8369,0.09,42.3528328,25.6242618,Very Low
1.49295e+18,2022-02-19,Housing,Great danes love camping Chair Furniture Shelter Countryside Rural Outdoors Nature Building Yard Canine Mammal Animal Pet Housing Person Human Female Plant,3,Clickasnap,United States,New York,43.64348,-76.06676,13,0,13,13,3,0,4237,0.26,-100.445882,39.7837304,Low
1.49295e+18,2022-02-19,Housing,Some Landlords Finding Ways Evict After Getting Rental Aid via housing eviction pandemic,1,Twitter Web App,United States,Angwin,38.573396,-122.4485,14,0,11,17,1732,1551,87830,0.14,-100.445882,39.7837304,Very Low
1.49295e+18,2022-02-19,Rehab,grew household mentalhealth addiction issues alone younger often felt Read PrivateRehab Rehabilitation ResidentialRehab Detoxification Rehab,1,Semrush Social Media Tool,Japan,Okazaki,26.3525,126.74344,12,0,11,13,335,483,1603,0.2,139.2394179,36.5748441,Very Low
1.49296e+18,2022-02-19,Rehab,CANCELLATION tomorrow become available Can min treatment mins massage recovery rehab,3,Twitter for iPhone,Guyana,Essequibo Islands-West Demerara,6.66667,-58.5,17,0,10,11,1665,810,8975,0.8,-58.6416891,4.8417097,High
1.49296e+18,2022-02-19,Rehab,Calling Vegas Stronger grads please join Alumni Group connect peers vegasstronger alumni wedorecover rehab sober support,2,Twitter Web App,Australia,West Hoxton,-33.936153,150.837028,17,0,11,17,23,157,105,0.41,134.755,-24.7761086,Median
1.49296e+18,2022-02-19,Gun Control,suspension suspended gunsense guncontrol book subjects insight site Black America fears police Why,1,Tweet Suite,India,Lala,24.55418,92.61592,15,0,11,15,2951,4831,192660,0.18,78.6677428,22.3511148,Very Low
1.49296e+18,2022-02-19,Gun Control,Senator Kevin Thomas iron pipeline bill guncontrol,2,TweetDeck,United States,Street,39.715956,-96.999668,11,0,10,15,403,236,14815,0.88,-100.445882,39.7837304,Very High
1.49296e+18,2022-02-19,Rehab,For rehab clients quality treatment comes Customer Satisfaction Group Individual,3,Sendible,France,Conde-sur-Vire,49.014586,-1.078494,13,0,11,13,15745,10611,116514,0.7,1.8883335,46.603354,High
1.49298e+18,2022-02-19,Gun Control,Another day gun nut America Ban guns GunControlNow guns guncontrol,1,TweetDeck,Germany,Unterneukirchen,48.165381,12.619269,10,0,12,10,0,0,44,0.39,10.4234469,51.0834196,Low
1.49298e+18,2022-02-19,Rehab,Needed game rehab lakersfanforlife support,3,Twitter Web App,United States,Hays,38.880313,-99.325003,18,0,11,13,224,375,2355,0.12,-100.445882,39.7837304,Very Low
1.49298e+18,2022-02-19,Military,earned Platinum Seal Check NonprofitProfile learn make difference support military infosec cybersecurity employment makingadifference,3,Twitter Web App,Philippines,Arayat,15.1505,120.7697,22,0,13,20,3679,91,476,0.88,122.7312101,12.7503486,Very High
1.49298e+18,2022-02-19,Gun Control,GREAT guncontrol,3,Twitter for Android,Canada,Toronto,49.34992,-54.49811,11,0,13,10,2660,4044,26578,0.73,-107.991707,61.0666922,High
1.49298e+18,2022-02-19,Military,Disputed borders Russia Ukraine via Russia Ukraine Border conflict geopolitics Political Diplomacy Military Europe UkraineCrisis,2,Twitter Web App,Japan,Okazaki,35.43527,140.20701,11,0,11,15,3181,2170,62165,0.66,139.2394179,36.5748441,High
1.49299e+18,2022-02-19,Housing,Funding essential services safety nets housing affordability ACOSS plea fall LNP deaf ears Instead tax cuts bill mainly people higher incomes invest tackling poverty unemployment housing crisis climate emergency,1,Tweetbot for iΟS,United States,New York,21.673314,-158.04254,11,0,10,11,2323,3051,39066,0.49,-100.445882,39.7837304,Median
1.49299e+18,2022-02-19,Military,Giveaway Birthday Charity Stream donate giveaway giveaway twitch gamer streamer veteran military lgbtq birthday stream charity,2,Streamlabs Twitter,United States,New York,36.60842,-83.71658,11,0,13,12,77,92,488,0.5,-100.445882,39.7837304,Median
1.49299e+18,2022-02-19,Military,The Army plans cut emissions half create electric fleet noncombat vehicles climate military,2,TweetDeck,United States,Chicago,36.80042,-77.95528,18,0,10,11,1615,1129,1304,0.2,-100.445882,39.7837304,Very Low
1.49299e+18,2022-02-19,Military,really survived investigations military And one actually got triple nickel knew Article TripleNickel military investigations,1,Twitter for iPhone,United States,Chicago,39.359506,-111.581778,14,0,13,15,1318,876,64711,0.72,-100.445882,39.7837304,High
1.49299e+18,2022-02-19,Military,Anything helps Just LIKE retweet could make difference Thanks support gofundme NFTCommunity Veteran Military singledad hardtimes love,3,Twitter for Android,United States,Cascade,42.91225,-85.49808,17,0,11,13,88,322,1220,0.12,-100.445882,39.7837304,Very Low
1.49299e+18,2022-02-19,Housing,Why rent risen sharply Connecticut past months housing,1,Twitter Web App,United States,Helena,34.54015,-80.73702,17,0,11,15,491,618,3859,0.1,-100.445882,39.7837304,Very Low
1.49299e+18,2022-02-19,Housing,The estimates regulations imposed levels government account current average sales price new single family home Public policy play role making new housing units affordable housing HousingCrisis,2,Twitter Web App,Mexico,Kanasin,20.936659,-89.564462,18,0,11,13,1600,4284,7889,0.14,-102.0077097,23.6585116,Very Low
1.49299e+18,2022-02-19,Housing,million Americans priced housing market millions paying rents affoard ans With inflation still rates near zero plz act stockmarkets FED,1,Twitter for Android,India,Baddi,30.925789,76.80542,15,0,11,13,124,211,5267,0.85,78.6677428,22.3511148,Very High
1.49299e+18,2022-02-19,Housing,Lumber Prices went saw pullback losing What next Read update elliottwave trading commodities lumber timber realestate housing construction homebuilders builders lumberprices,1,Twitter Web App,United States,Marsteller,40.65062,-78.80808,13,0,10,11,384,20,5806,0.58,-100.445882,39.7837304,Median
1.49299e+18,2022-02-19,Military,Diplo sources Vienna say Russia FAILED respond questions raised Ukraine OSCE Vienna Document hour timeframe The deadline response expired today CET Ukraine asked Russia clarify unusual military activities,1,Twitter for iPhone,Ukraine,Bozhenka,50.28333,23.7,13,0,11,13,398,927,23052,0.21,31.2718321,49.4871968,Low
1.49299e+18,2022-02-19,Housing,What role banks play housing crisis Michael Rehm thoughts nzpol banks housing,1,Twitter Web App,Canada,Toronto,43.71681,-79.48291,11,0,11,12,940,1592,5581,0.5,-107.991707,61.0666922,Median
1.49299e+18,2022-02-19,Housing,temporary council private accommodation found job another city ask council temporary house job stand feet councilhousing London Citizenadvicebureau Help England Housing Shelter,3,Twitter Web App,Canada,Toronto,39.46165,-103.94218,11,0,13,17,6,90,223,0.31,-107.991707,61.0666922,Low
1.49299e+18,2022-02-19,Military,The ridiculousness masks But hey science right Military Logic VeteransAffairs Logic And wonder highly government ran damn near everything Holy fucking fuckity McFuck fucking buck,1,Twitter Web App,United States,New York,40.409563,-91.399796,19,0,11,12,1787,1151,18339,0.89,-100.445882,39.7837304,Very High
1.493e+18,2022-02-19,Housing,Leadership Lake Martin partners housing authority afterschool center revamp The Alexander City Outlook homes house housing,2,NeighborGram,United Kingdom,March,52.551391,0.08763,13,0,13,11,164,222,67649,0.56,-3.2765753,54.7023545,Median
1.493e+18,2022-02-19,Housing,taxing housing stock vacant lower rents increasing supply build homes required California law,1,Twitter for iPhone,Greece,Elliniko,37.88333,23.73333,14,0,11,10,25,432,907,0.92,21.9877132,38.9953683,Very High
1.493e+18,2022-02-19,Military,WTF Why keep giving Police military toys They public service want part Force join respective Military HonkHonk Paris France HoldTheLineCanada Windsor AmbassadorBridge Coutts Ottawa EndTheMandatesNow,1,Twitter for iPhone,Indonesia,Surabayan,-6.8655,109.1454,11,0,11,15,46,25,2112,0.59,117.8902853,-2.4833826,Median
1.493e+18,2022-02-19,Housing,Nature claiming back man made structure picture heavily forested resovoir near llanelli Nature Outdoors Building Countryside Shack Rural Hut Housing Overgrowth,2,Clickasnap,Greece,Elliniko,36.628437,-94.348355,17,0,11,17,2,15,2842,0.54,21.9877132,38.9953683,Median
1.493e+18,2022-02-19,Housing,Outstanding journalism albeit deeply depressing piece Housing must become THE political priority across country run next,1,Twitter for Android,Canada,Toronto,13.71667,-60.95,13,0,11,11,1889,618,101324,0.87,-107.991707,61.0666922,Very High
1.493e+18,2022-02-19,Military,Biden signs order making sexual harassment military crime SexualHarassment Military Crime,1,Hootsuite Inc.,Lebanon,Dbaiye,33.945,35.59528,19,0,10,14,2325,4924,7223,0.37,35.843409,33.8750629,Low
1.493e+18,2022-02-19,Military,Military Discount Shopping Military Payday Loans When comes financial hardships even military servicemen safe However status gifts veterans usarmy usmc milspouse usnavy usaf giftsforhim uscg shopping,1,Revive Social App,France,Les Fins,47.08392,6.632293,11,0,10,11,1078,2441,34746,0.77,1.8883335,46.603354,High
1.493e+18,2022-02-19,Housing,The burbs look changing anytime soon Home prices rising fastest family friendly suburbs whether talking small urban metros realestate housing homes,1,Twitter Web App,United States,Rison,38.54901,-77.1772,18,0,11,15,919,666,30255,0.95,-100.445882,39.7837304,Very High
1.493e+18,2022-02-19,Military,Air Power SuperBowl Thank Armed Service Members airforce military freedom,3,Twitter Web App,Mexico,San Salvador Huixcolotla,18.927019,-97.770424,13,0,10,11,17,58,716,0.12,-102.0077097,23.6585116,Very Low
1.493e+18,2022-02-19,Military,Ukraine From Womb babies issued russian military idea much Ukraine Afghanistan russian military TOO WEAK stand putin take Ukraine,1,Twitter Web App,United States,New York,36.034776,-115.054822,10,0,13,13,319,172,148157,0.77,-100.445882,39.7837304,High
1.49301e+18,2022-02-19,Military,Mickey awesome supporter veterans Military,3,Twitter for iPhone,Greece,Elefsina,38.040355,23.547222,11,0,10,13,159,161,3523,1.0,21.9877132,38.9953683,Very High
1.49301e+18,2022-02-19,Military,The usa bases outside territory spends military rest world combined thats weakness usa add forces NATO Why NATO pressed russian security leaders lie Gorberchev,1,Twitter for Android,Bulgaria,Dulgopol,43.05116,27.339397,11,0,13,17,742,1960,154901,0.35,25.4856617,42.6073975,Low
1.49301e+18,2022-02-19,Military,The Army Has New Dystopian Plan Deal With Climate Catastrophe Military,1,Twitter Web App,Canada,Toronto,36.063651,-119.021974,13,0,13,13,333,4510,6542,0.11,-107.991707,61.0666922,Very Low
1.49301e+18,2022-02-19,Rehab,avoid competing Super Bowl next YouTube video premieres tomorrow Have loved one problem drugs even prescription drugs Tune tomorrow story quit adderall Took years prepare BoycottNFL rehab,1,Twitter for iPhone,Canada,Toronto,32.0746,-91.233143,11,0,10,17,47,91,1332,0.38,-107.991707,61.0666922,Low
1.49301e+18,2022-02-19,Military,Aside laugh loud story interestingly beer brawls bullfights humor memoir military,3,Hootsuite Inc.,Greece,Mytilene,39.107887,26.555618,15,0,10,15,7140,6110,55529,0.33,21.9877132,38.9953683,Low
1.49301e+18,2022-02-19,Military,And still think look scattered siloed Perhaps people less touch intelligence More familiar military Anna account,1,Twitter for iPhone,Canada,Toronto,43.050911,-74.346446,10,0,13,10,230,2968,12500,0.55,-107.991707,61.0666922,Median
1.49301e+18,2022-02-20,Housing,While let add appalling many Australians selfishly agree great essential need house become investment portfolio happily sit back vulnerable people low incomes pay investments auspol housing,2,Twitter Web App,United Kingdom,London,51.31283,0.19046,11,0,13,17,572,891,16941,0.65,-3.2765753,54.7023545,High
1.49301e+18,2022-02-20,Housing,Moving forward BRIDGE Housing seeks design approval units affordable housing South Cooper Mountain area Beaverton Oregon building brand new community city official tells KOIN offering housing redevelopment,2,Twitter Web App,United States,New York,39.874774,-82.885731,10,0,13,13,9,82,178,0.68,-100.445882,39.7837304,High
1.49301e+18,2022-02-20,Military,clear advocating americans kill government authorities like Including police military Here GOP Massie Percent Americans Should Able Topple Government VIDEO,1,Twitter for iPad,Nigeria,Minna,9.61389,6.55694,13,0,13,15,156,491,4718,0.35,7.9999721,9.6000359,Low
1.49301e+18,2022-02-20,Housing,Four years ago Hope House Spokane turned away risk women every night Not anymore says KREM thanks new Hope House open doors shelter beds apartments keep women safe every night housing,3,Twitter Web App,Nigeria,Minna,33.349656,-84.113745,13,0,13,15,9,82,178,0.79,7.9999721,9.6000359,High
1.49302e+18,2022-02-20,Housing,This photo lancellotti amazing nature housing find inspiration,3,Twitter Web App,United States,Defiance,39.541469,-107.325945,15,0,11,11,8,56,112,0.32,-100.445882,39.7837304,Low
1.49302e+18,2022-02-20,Housing,Black History Month Chicago Landmark West Side Church Played Pivotal Role Civil Rights Movement Push For Housing Equality CBS Chicago homes house housing,3,NeighborGram,Finland,Rough and Ready,38.08896,-84.93495,10,0,13,15,164,222,67637,0.08,25.9209164,63.2467777,Very Low
1.49302e+18,2022-02-20,Rehab,HCA Houston Healthcare Northwest provides unparalleled career opportunities clinical specialties See right fit opening Houston Rehab,3,CareerArc 2.0,Finland,Rough and Ready,60.450905,23.237713,18,0,11,18,1486,49,2340,0.19,25.9209164,63.2467777,Very Low
1.49302e+18,2022-02-20,Housing,well played That smart marketing realty barbie barbiedreamhouse mastersoftheuniverse housing marketing marketingstrategy,3,Twitter for Android,Egypt,Cairo,30.83582,30.64208,10,0,10,17,1363,3786,7583,0.95,29.267547,26.254049,Very High
1.49302e+18,2022-02-20,Housing,missoula reached meme worthy years ago Was recently horrified surprised read details alleged affordable housing West Northside STUDIO STARTS,1,Twitter for iPhone,Canada,Toronto,45.68345,-63.96543,11,0,14,15,1558,1237,47160,0.02,-107.991707,61.0666922,Very Low
1.49302e+18,2022-02-20,Gun Control,good reason sensible gun laws cdnpoli GunControl,3,Twitter for Android,Spain,Hinojosa del Duque,38.498615,-5.146832,10,0,11,11,2578,4991,97480,0.92,-4.8379791,39.3260685,Very High
1.49303e+18,2022-02-20,Gun Control,Gun Control American Apple Pie Cody McDevitt guncontrol massshooting via,2,Penname,United States,Readyville,35.82812,-86.17471,11,0,11,13,358,752,2625,0.15,-100.445882,39.7837304,Very Low
1.49304e+18,2022-02-20,Rehab,Using OMT help manage MSK complaints improving patients function reducing pain cases reducing LOS MedTwitter rehab,3,Twitter Web App,Japan,Okazaki,36.13793,138.441899,10,0,11,11,91,259,21,0.0,139.2394179,36.5748441,Very Low
1.49305e+18,2022-02-20,Gun Control,GunControl group lied still pushing things want,1,Twitter for iPhone,Japan,Okazaki,38.2251,-81.60234,11,0,11,13,42,510,2526,0.31,139.2394179,36.5748441,Low
1.49307e+18,2022-02-20,Gun Control,surprise tweets much NFL football FUN FACT year NRA gave Hochul blocking guncontrol Congress NFL players owned guns,2,Twitter for iPhone,United States,Ranson,41.39425,-75.82186,15,0,14,11,193,946,2565,0.78,-100.445882,39.7837304,High
1.49308e+18,2022-02-20,Rehab,The saddest part Euphoria listing Rue mom end actually sad many parents country BEGGED someone rehab help save child life That reality many people addiction rehab,1,Twitter for iPhone,Guadeloupe,Sainte-Anne,16.23333,-61.36667,13,0,10,13,155,467,598,0.58,-61.5650444,16.2490067,Median
1.49313e+18,2022-02-20,Gun Control,hardly find day shooting occurred cities states run pro GunControl Democrats Euphoria,1,Twitter for iPhone,Germany,Rottach-Egern,47.686685,11.767553,15,0,10,13,2,99,12,0.41,10.4234469,51.0834196,Median
1.49316e+18,2022-02-20,Housing,Friary Park residential led mixed use development Acton exemplifies quality affordable housing Find redevelopment recognised last year Planning Awards case study housing regeneration London,3,Twitter Web App,United Kingdom,London,52.008449,-0.416976,15,0,11,12,5462,2235,3939,0.71,-3.2765753,54.7023545,High
1.49317e+18,2022-02-20,Housing,Housing shortage may boost Islamic borrowing Pakistan There need million homes country pakistan islamicfinance housing realestate sharia,2,Publer.io,United States,New York,39.84866,-86.70056,16,0,10,17,11906,834,16321,0.29,-100.445882,39.7837304,Low
1.49317e+18,2022-02-20,Housing,Just week FREE attend knowledge exchange webinar showcasing bestpractice lowenergy netzero housing developments product solutions Austria,2,Twitter Web App,Japan,Kamimura,34.48858,136.19754,11,1,10,15,2534,964,1676,0.47,139.2394179,36.5748441,Median
1.49317e+18,2022-02-20,Rehab,Physio help move effortlessly WHY Physiotherapy covid recovered patients Contact Physiotheraphy Dept Extn Hosmat Multispeciality Hospital Magrath Road Bangalore physiotherapy physio physicaltherapy rehab,3,Twitter Web App,United States,New York,40.028912,-82.881945,10,0,10,11,90,112,172,0.16,-100.445882,39.7837304,Very Low
1.49317e+18,2022-02-20,Housing,Climate considerate housebuilder Newland Homes promoted Rachel Sallis freshly created role Assistant Customer Experience Manager property housing buildings,3,Twitter Web App,United States,New York,42.05115,-84.41356,10,0,10,11,2134,2265,2511,0.39,-100.445882,39.7837304,Low
1.49317e+18,2022-02-20,Housing,First time buyers forever lovers chance celebrate style special Valentine viewing day luxury Birmingham apartment development property housing buildings,3,Twitter Web App,United States,Tangerine,28.760603,-81.636426,13,0,11,15,2134,2265,2511,0.52,-100.445882,39.7837304,Median
1.49317e+18,2022-02-20,Housing,Don believe word Read truth Seven Years Mayor Biggs Has Only Delivered New Homes Mayor Biggs Has Built New Homes Not stories issue pipeline housing,1,Twitter Web App,Ireland,Navan,53.656849,-6.678985,17,0,11,17,4209,715,42738,0.54,-7.9794599,52.865196,Median
1.49317e+18,2022-02-20,Housing,Switzerland officially Federation Switzerland federal republic Europe The country comprised states Nature Outdoors Building Resort Hotel Scenery Housing Mountain Cottage House,2,Clickasnap,Canada,Toronto,52.916627,-82.433325,18,0,10,13,12,40,3939,0.29,-107.991707,61.0666922,Low
1.49319e+18,2022-02-20,Gun Control,please answer question What stance GunControl,2,Twitter Web App,Bolivia,Cotoca,-17.81667,-63.05,16,0,13,11,12294,12269,75084,0.34,-64.9912286,-17.0568696,Low
1.49319e+18,2022-02-20,Gun Control,GunControl Parkland anniversary Biden urges Congress gun control,3,Twitter Web App,United States,Harrah,35.481453,-97.189674,11,0,12,17,13901,13018,50427,0.89,-100.445882,39.7837304,Very High
1.49319e+18,2022-02-20,Rehab,And finally part neurostim dysphagia Thank Renee Speyer leading mammoth undertaking pleasure involved dysphagia rehab Links first two reviews comments,3,Twitter for iPhone,Vietnam,Da Lat,11.94646,108.44193,33,0,16,14,1136,212,872,0.47,108.4265113,13.2904027,Median
1.4932e+18,2022-02-20,Gun Control,today Nassau Legislator Joshua Lafazan Democrat legislators announce new gun violence prevention legislation Theodore Roosevelt Executive Legislative Building Front Steps Franklin Avenue Mineola guncontrol,3,Twitter Web App,United States,New York,47.61879,-117.64826,17,0,10,17,403,236,14815,1.0,-100.445882,39.7837304,Very High
1.4932e+18,2022-02-20,Gun Control,Thread Heartbreaking What ParklandShooting GunControl USA,3,Twitter for Android,Colombia,San Martin,3.69637,-73.69958,15,0,13,11,2973,1227,113018,0.05,-72.9088133,4.099917,Very Low
1.49322e+18,2022-02-20,Gun Control,Screen follow everyone LIKES drcole GunControl,3,Twitter Web App,Slovakia,Blatnica,49.31616,21.13138,238,0,27,74,110872,95373,207011,0.74,19.4528646,48.7411522,High
1.49323e+18,2022-02-20,Gun Control,Time OVERDUE time sensible GunControl GunControlNow,2,Twitter for iPad,Slovakia,Blatnica,45.85524,-97.02119,10,0,11,17,429,507,42597,0.56,19.4528646,48.7411522,Median
1.49323e+18,2022-02-20,Gun Control,Marjory Stoneman Douglas High School years ago today lives lost grief persists many families friends school staff Survivors continue work guncontrol measures msdstrong,1,Twitter for iPhone,United States,Townshend,38.66512,-76.86692,24,0,12,12,2816,707,13289,0.2,-100.445882,39.7837304,Very Low
1.49324e+18,2022-02-20,Gun Control,Mexico cartel violence directly tied easy access guns United States People living fear everyday Mexico need commonsense GunControl,1,Twitter Web App,Philippines,Carolinas,13.66333,123.28917,11,0,13,11,801,1413,461,0.84,122.7312101,12.7503486,Very High
1.49324e+18,2022-02-20,Gun Control,Interested indirect measures effectiveness guncontrol movement See new piece Information Communication Society Warren Allen look framing dynamics among political actors potentially influence individual claimsmaking,2,Twitter Web App,United States,Chapel Hill,35.930208,-79.035496,22,0,11,17,1145,818,6607,0.54,-100.445882,39.7837304,Median
1.49324e+18,2022-02-20,Gun Control,And exactly need stronger GunControl laws abolish corrupt NRA The Amendment needs amended todays realities like Think families pain must endure every day losing loved ones,1,Twitter Web App,Comoros,Grande Comore (Njazidja),-11.727683,43.318094,12,0,13,11,2871,3123,3864,0.53,44.2832964,-12.2045176,Median
1.49324e+18,2022-02-20,Rehab,actually feel sorry damaged poor guy rehab sad narcissisticabuse,1,Twitter for iPhone,Japan,Okazaki,36.182179,-80.337479,17,0,13,10,467,409,11439,0.13,139.2394179,36.5748441,Very Low
1.49324e+18,2022-02-20,Gun Control,GunControl fight anti masker fighting care kids much,1,Twitter for Android,Japan,Okazaki,36.921175,-88.521219,10,0,12,10,12603,11272,51295,0.46,139.2394179,36.5748441,Median
1.49325e+18,2022-02-20,Gun Control,Once guncontrol voted working FAIL,2,TweetDeck,Japan,Okazaki,36.899887,-93.937269,13,0,11,17,403,236,14815,0.94,139.2394179,36.5748441,Very High
1.49325e+18,2022-02-20,Rehab,Ideal correct posture Let stop medicalizing norm embrace diversity normal posture sitting position gait mechanics Good quick read posture diversity health rehab,3,LinkedIn,United Kingdom,London,51.54297,0.64905,15,0,13,17,227,1545,1436,0.54,-3.2765753,54.7023545,Median
1.49325e+18,2022-02-20,Gun Control,many years working guncontrol GunControlNow,2,Twitter for Android,Japan,Okazaki,39.027233,-83.914072,15,0,10,13,998,5001,31741,0.21,139.2394179,36.5748441,Low
1.49325e+18,2022-02-20,Rehab,Somebody put hole rehab And prison,1,Twitter Web App,South Sudan,Juba,4.85165,31.58247,17,0,13,17,216,316,37246,0.43,29.6667897,7.8699431,Median
1.49326e+18,2022-02-20,Gun Control,This puts everything perspective The fact elected officials get together make stricter gun laws INFURIATING GunControl ParklandStrong,1,Twitter for iPhone,Indonesia,Maros,-4.97263,119.574968,13,0,11,10,143,348,4643,0.91,117.8902853,-2.4833826,Very High
1.49326e+18,2022-02-20,Gun Control,Irrelevant protests But since mentioned maybe maybe wake gun control folks fact need control CRIMINALS law abiding citizens Quit soft crime Lock criminals keep guncontrol cdnpoli,1,Twitter Web App,United Kingdom,City of Westminster,51.497991,-0.12875,13,0,11,13,232,687,2175,0.38,-3.2765753,54.7023545,Low
1.49326e+18,2022-02-20,Gun Control,one took schools away The time school truly compromised GUN TOTING BUDDIES attack kill innocent students teachers GUNCONTROL,1,Twitter for iPhone,United States,Frisco City,31.435278,-87.403679,17,0,11,10,327,618,22094,0.23,-100.445882,39.7837304,Low
